flight_ID,scheduled_flt_time,scheduled_flt_time_Local,BGATE_ID,
CZ3249,2016/9/13 22:35,2016/9/14 6:35,B10,
JD5631,2016/9/13 22:35,2016/9/14 6:35,B13,
AQ1055,2016/9/13 22:35,2016/9/14 6:35,B905,
9C8513,2016/9/13 22:35,2016/9/14 6:35,A15,
CZ3197,2016/9/13 22:40,2016/9/14 6:40,B03,
MF1093,2016/9/13 22:40,2016/9/14 6:40,B03,
MU3502,2016/9/13 22:40,2016/9/14 6:40,B03,
CZ9601,2016/9/13 22:40,2016/9/14 6:40,B18,
MU2324,2016/9/13 22:40,2016/9/14 6:40,B18,
HO1078,2016/9/13 22:40,2016/9/14 6:40,A14,
CZ3323,2016/9/13 22:40,2016/9/14 6:40,B906,
MF1207,2016/9/13 22:40,2016/9/14 6:40,B906,
MU4494,2016/9/13 22:40,2016/9/14 6:40,B906,
ZH3186,2016/9/13 22:45,2016/9/14 6:45,A17,
KY8286,2016/9/13 22:45,2016/9/14 6:45,A17,
AQ1051,2016/9/13 22:45,2016/9/14 6:45,B909,
9C8930,2016/9/13 22:45,2016/9/14 6:45,A16,
MU3636,2016/9/13 22:45,2016/9/14 6:45,B07,
MF4384,2016/9/13 22:45,2016/9/14 6:45,B07,
CZ6748,2016/9/13 22:45,2016/9/14 6:45,B07,
MU2621,2016/9/13 22:50,2016/9/14 6:50,B17,
JD5161,2016/9/13 22:50,2016/9/14 6:50,B16,
CA3582,2016/9/13 22:50,2016/9/14 6:50,A15,
ZH9659,2016/9/13 22:50,2016/9/14 6:50,A15,
KY9659,2016/9/13 22:50,2016/9/14 6:50,A15,
CZ3399,2016/9/13 22:55,2016/9/14 6:55,B02,
MU3572,2016/9/13 22:55,2016/9/14 6:55,B02,
MF1279,2016/9/13 22:55,2016/9/14 6:55,B02,
BK2787,2016/9/13 22:55,2016/9/14 6:55,A13,
MU3974,2016/9/13 22:55,2016/9/14 6:55,A18,
HO1288,2016/9/13 22:55,2016/9/14 6:55,A18,
HU7869,2016/9/13 23:00,2016/9/14 7:00,B13,
CZ6772,2016/9/13 23:00,2016/9/14 7:00,B09,
MU3474,2016/9/13 23:00,2016/9/14 7:00,B09,
MF4403,2016/9/13 23:00,2016/9/14 7:00,B09,
ZH9673,2016/9/13 23:00,2016/9/14 7:00,A14,
CA3393,2016/9/13 23:00,2016/9/14 7:00,A14,
KY9673,2016/9/13 23:00,2016/9/14 7:00,A14,
CZ3723,2016/9/13 23:00,2016/9/14 7:00,B902,
AF4617,2016/9/13 23:00,2016/9/14 7:00,B902,
KL4451,2016/9/13 23:00,2016/9/14 7:00,B902,
MF1591,2016/9/13 23:00,2016/9/14 7:00,B902,
MU4459,2016/9/13 23:00,2016/9/14 7:00,B902,
MU3558,2016/9/13 23:05,2016/9/14 7:05,B908,
CZ3635,2016/9/13 23:05,2016/9/14 7:05,B908,
MF1517,2016/9/13 23:05,2016/9/14 7:05,B908,
CZ3403,2016/9/13 23:05,2016/9/14 7:05,B906,
3U3007,2016/9/13 23:05,2016/9/14 7:05,B906,
AF4414,2016/9/13 23:05,2016/9/14 7:05,B906,
ZH4340,2016/9/13 23:05,2016/9/14 7:05,A17,
MU3340,2016/9/13 23:05,2016/9/14 7:05,B906,
CA4340,2016/9/13 23:05,2016/9/14 7:05,A17,
SC4340,2016/9/13 23:05,2016/9/14 7:05,A17,
MF1283,2016/9/13 23:05,2016/9/14 7:05,B906,
CZ3957,2016/9/13 23:05,2016/9/14 7:05,B10,
MU4470,2016/9/13 23:05,2016/9/14 7:05,B10,
MF1811,2016/9/13 23:05,2016/9/14 7:05,B10,
AF4618,2016/9/13 23:10,2016/9/14 7:10,B904,
DL7768,2016/9/13 23:10,2016/9/14 7:10,B904,
CZ3481,2016/9/13 23:10,2016/9/14 7:10,B904,
MU3360,2016/9/13 23:10,2016/9/14 7:10,B904,
MF1361,2016/9/13 23:10,2016/9/14 7:10,B904,
HU7153,2016/9/13 23:10,2016/9/14 7:10,B235,
KY9715,2016/9/13 23:10,2016/9/14 7:10,A125,
ZH9715,2016/9/13 23:10,2016/9/14 7:10,A125,
CA3877,2016/9/13 23:10,2016/9/14 7:10,A125,
HU7031,2016/9/13 23:15,2016/9/14 7:15,B226,
CZ3505,2016/9/13 23:15,2016/9/14 7:15,B08,
AF9732,2016/9/13 23:15,2016/9/14 7:15,B08,
MU3420,2016/9/13 23:15,2016/9/14 7:15,B08,
MF1385,2016/9/13 23:15,2016/9/14 7:15,B08,
KY9681,2016/9/13 23:15,2016/9/14 7:15,A18,
ZH9681,2016/9/13 23:15,2016/9/14 7:15,A18,
CA3781,2016/9/13 23:15,2016/9/14 7:15,A18,
HU7213,2016/9/13 23:20,2016/9/14 7:20,B17,
CZ6915,2016/9/13 23:20,2016/9/14 7:20,B04,
MU3424,2016/9/13 23:20,2016/9/14 7:20,B04,
MF4537,2016/9/13 23:20,2016/9/14 7:20,B04,
CA3813,2016/9/13 23:20,2016/9/14 7:20,A131,
ZH9615,2016/9/13 23:20,2016/9/14 7:20,A131,
KY9615,2016/9/13 23:20,2016/9/14 7:20,A131,
CZ3539,2016/9/13 23:25,2016/9/14 7:25,B901,
MU3578,2016/9/13 23:25,2016/9/14 7:25,B901,
MF1419,2016/9/13 23:25,2016/9/14 7:25,B901,
JD5171,2016/9/13 23:25,2016/9/14 7:25,B14,
MU5740,2016/9/13 23:25,2016/9/14 7:25,B15,
MU5717,2016/9/13 23:25,2016/9/14 7:25,B15,
MF3210,2016/9/13 23:25,2016/9/14 7:25,B15,
CZ9659,2016/9/13 23:25,2016/9/14 7:25,B15,
ZH9677,2016/9/13 23:25,2016/9/14 7:25,A13,
HU7143,2016/9/13 23:30,2016/9/14 7:30,B18,
MU9304,2016/9/13 23:30,2016/9/14 7:30,B13,
FM9304,2016/9/13 23:30,2016/9/14 7:30,B13,
CA3584,2016/9/13 23:30,2016/9/14 7:30,A16,
ZH9667,2016/9/13 23:30,2016/9/14 7:30,A16,
CZ3027,2016/9/13 23:30,2016/9/14 7:30,A120,
KY9667,2016/9/13 23:30,2016/9/14 7:30,A16,
JD5169,2016/9/13 23:35,2016/9/14 7:35,B16,
CZ3392,2016/9/13 23:35,2016/9/14 7:35,B03,
MU4507,2016/9/13 23:35,2016/9/14 7:35,B03,
MF1272,2016/9/13 23:35,2016/9/14 7:35,B03,
KL4326,2016/9/13 23:35,2016/9/14 7:35,B03,
ZH9669,2016/9/13 23:35,2016/9/14 7:35,A15,
CZ3585,2016/9/13 23:35,2016/9/14 7:35,B07,
MF1469,2016/9/13 23:35,2016/9/14 7:35,B07,
MU3024,2016/9/13 23:35,2016/9/14 7:35,B07,
HU7761,2016/9/13 23:40,2016/9/14 7:40,B15,
HU7848,2016/9/13 23:40,2016/9/14 7:40,B232,
MU3619,2016/9/13 23:40,2016/9/14 7:40,B217,
MF1643,2016/9/13 23:40,2016/9/14 7:40,B217,
CZ3777,2016/9/13 23:40,2016/9/14 7:40,B217,
OQ2356,2016/9/13 23:40,2016/9/14 7:40,B221,
MU2552,2016/9/13 23:45,2016/9/14 7:45,B17,
MU3564,2016/9/13 23:45,2016/9/14 7:45,B903,
MF1245,2016/9/13 23:45,2016/9/14 7:45,B903,
CZ3363,2016/9/13 23:45,2016/9/14 7:45,B903,
MU9352,2016/9/13 23:45,2016/9/14 7:45,B14,
FM9352,2016/9/13 23:45,2016/9/14 7:45,B14,
CZ3727,2016/9/13 23:45,2016/9/14 7:45,B08,
MU4482,2016/9/13 23:45,2016/9/14 7:45,B08,
MF1595,2016/9/13 23:45,2016/9/14 7:45,B08,
AF4419,2016/9/13 23:45,2016/9/14 7:45,B08,
MU9534,2016/9/13 23:50,2016/9/14 7:50,B18,
FM9534,2016/9/13 23:50,2016/9/14 7:50,B18,
CA4336,2016/9/13 23:50,2016/9/14 7:50,A14,
ZH4336,2016/9/13 23:50,2016/9/14 7:50,A14,
ZH9663,2016/9/13 23:50,2016/9/14 7:50,A126,
KY9663,2016/9/13 23:50,2016/9/14 7:50,A126,
CA3405,2016/9/13 23:50,2016/9/14 7:50,A126,
HU7121,2016/9/13 23:55,2016/9/14 7:55,B224,
CZ3701,2016/9/13 23:55,2016/9/14 7:55,B202,
MU3689,2016/9/13 23:55,2016/9/14 7:55,B202,
MF1571,2016/9/13 23:55,2016/9/14 7:55,B202,
CZ3523,2016/9/14,2016/9/14 8:00,B231,
MU3667,2016/9/14,2016/9/14 8:00,B231,
MF1403,2016/9/14,2016/9/14 8:00,B231,
CZ3101,2016/9/14,2016/9/14 8:00,B218,
MU3117,2016/9/14,2016/9/14 8:00,B218,
MF1003,2016/9/14,2016/9/14 8:00,B218,
CZ3401,2016/9/14,2016/9/14 8:00,B09,
3U3005,2016/9/14,2016/9/14 8:00,B09,
MU3342,2016/9/14,2016/9/14 8:00,B09,
MF1281,2016/9/14,2016/9/14 8:00,B09,
KL4323,2016/9/14,2016/9/14 8:00,B09,
CZ3521,2016/9/14,2016/9/14 8:00,B209,
MF1401,2016/9/14,2016/9/14 8:00,B209,
DL7834,2016/9/14,2016/9/14 8:00,B209,
KL4464,2016/9/14,2016/9/14 8:00,B209,
AF9726,2016/9/14,2016/9/14 8:00,B209,
CZ9641,2016/9/14 0:05,2016/9/14 8:05,B13,
MU5240,2016/9/14 0:05,2016/9/14 8:05,B13,
MU3681,2016/9/14 0:05,2016/9/14 8:05,B234,
MF4090,2016/9/14 0:05,2016/9/14 8:05,B234,
CZ6384,2016/9/14 0:05,2016/9/14 8:05,B234,
CZ3513,2016/9/14 0:05,2016/9/14 8:05,B213,
KL4617,2016/9/14 0:05,2016/9/14 8:05,B213,
AF3890,2016/9/14 0:05,2016/9/14 8:05,B213,
ZH1310,2016/9/14 0:05,2016/9/14 8:05,A128,
CA1310,2016/9/14 0:05,2016/9/14 8:05,A128,
HU7804,2016/9/14 0:10,2016/9/14 8:10,B229,
CZ3604,2016/9/14 0:10,2016/9/14 8:10,B219,
AA7232,2016/9/14 0:10,2016/9/14 8:10,B229,
CZ3913,2016/9/14 0:10,2016/9/14 8:10,B901,
MU4427,2016/9/14 0:10,2016/9/14 8:10,B901,
MF1769,2016/9/14 0:10,2016/9/14 8:10,B901,
CZ6886,2016/9/14 0:10,2016/9/14 8:10,B04,
KL4415,2016/9/14 0:10,2016/9/14 8:10,B04,
MF4508,2016/9/14 0:10,2016/9/14 8:10,B04,
QF3625,2016/9/14 0:10,2016/9/14 8:10,B04,
MU4422,2016/9/14 0:10,2016/9/14 8:10,B04,
MF1671,2016/9/14 0:15,2016/9/14 8:15,B03,
MU4403,2016/9/14 0:15,2016/9/14 8:15,B03,
KL4419,2016/9/14 0:15,2016/9/14 8:15,B03,
AF4404,2016/9/14 0:15,2016/9/14 8:15,B03,
CZ3811,2016/9/14 0:15,2016/9/14 8:15,B03,
CZ3129,2016/9/14 0:15,2016/9/14 8:15,B02,
MU3458,2016/9/14 0:15,2016/9/14 8:15,B10,
CZ3615,2016/9/14 0:15,2016/9/14 8:15,B10,
MF1499,2016/9/14 0:15,2016/9/14 8:15,B10,
CZ3037,2016/9/14 0:15,2016/9/14 8:15,A102,
MU3514,2016/9/14 0:20,2016/9/14 8:20,B07,
MF1389,2016/9/14 0:20,2016/9/14 8:20,B07,
CZ3509,2016/9/14 0:20,2016/9/14 8:20,B07,
CZ3133,2016/9/14 0:20,2016/9/14 8:20,B210,
MU3699,2016/9/14 0:20,2016/9/14 8:20,B210,
MF1033,2016/9/14 0:20,2016/9/14 8:20,B210,
CZ301,2016/9/14 0:20,2016/9/14 8:20,A105,
AF4405,2016/9/14 0:20,2016/9/14 8:20,A105,
KL4401,2016/9/14 0:20,2016/9/14 8:20,A105,
QF326,2016/9/14 0:20,2016/9/14 8:20,A105,
QF3633,2016/9/14 0:20,2016/9/14 8:20,B201,
KL4437,2016/9/14 0:20,2016/9/14 8:20,B201,
MF1289,2016/9/14 0:20,2016/9/14 8:20,B201,
MU3542,2016/9/14 0:20,2016/9/14 8:20,B201,
CZ3409,2016/9/14 0:20,2016/9/14 8:20,B201,
CZ3533,2016/9/14 0:25,2016/9/14 8:25,B205,
KL4443,2016/9/14 0:25,2016/9/14 8:25,B205,
MU3633,2016/9/14 0:25,2016/9/14 8:25,B205,
MF1413,2016/9/14 0:25,2016/9/14 8:25,B205,
MU3685,2016/9/14 0:25,2016/9/14 8:25,B906,
MF1031,2016/9/14 0:25,2016/9/14 8:25,B906,
CZ3131,2016/9/14 0:25,2016/9/14 8:25,B906,
CZ3813,2016/9/14 0:25,2016/9/14 8:25,B211,
MF1673,2016/9/14 0:25,2016/9/14 8:25,B211,
MU3500,2016/9/14 0:25,2016/9/14 8:25,B211,
CZ3091,2016/9/14 0:25,2016/9/14 8:25,A01,
CZ9354,2016/9/14 0:30,2016/9/14 8:30,B15,
MU5302,2016/9/14 0:30,2016/9/14 8:30,B15,
CA4394,2016/9/14 0:30,2016/9/14 8:30,A17,
CZ389,2016/9/14 0:30,2016/9/14 8:30,A05,
MF9069,2016/9/14 0:30,2016/9/14 8:30,A05,
JL5028,2016/9/14 0:30,2016/9/14 8:30,A05,
CZ3463,2016/9/14 0:30,2016/9/14 8:30,B230,
MU4526,2016/9/14 0:30,2016/9/14 8:30,B230,
MF1343,2016/9/14 0:30,2016/9/14 8:30,B230,
AF3428,2016/9/14 0:30,2016/9/14 8:30,B230,
KL4436,2016/9/14 0:30,2016/9/14 8:30,B230,
MF1757,2016/9/14 0:35,2016/9/14 8:35,B08,
MU3326,2016/9/14 0:35,2016/9/14 8:35,B08,
CZ3899,2016/9/14 0:35,2016/9/14 8:35,B08,
SC4310,2016/9/14 0:35,2016/9/14 8:35,A14,
CA4310,2016/9/14 0:35,2016/9/14 8:35,A14,
ZH4310,2016/9/14 0:35,2016/9/14 8:35,A14,
CZ3031,2016/9/14 0:35,2016/9/14 8:35,A115,
MF9041,2016/9/14 0:35,2016/9/14 8:35,A123,
CZ349,2016/9/14 0:35,2016/9/14 8:35,A123,
CZ385,2016/9/14 0:40,2016/9/14 8:40,A104,
JL5026,2016/9/14 0:40,2016/9/14 8:40,A104,
KL4631,2016/9/14 0:40,2016/9/14 8:40,B214,
AF4406,2016/9/14 0:40,2016/9/14 8:40,B214,
MU3410,2016/9/14 0:40,2016/9/14 8:40,B214,
MF4245,2016/9/14 0:40,2016/9/14 8:40,B214,
CZ6589,2016/9/14 0:40,2016/9/14 8:40,B214,
MF9049,2016/9/14 0:40,2016/9/14 8:40,A02,
CZ353,2016/9/14 0:40,2016/9/14 8:40,A02,
CZ391,2016/9/14 0:40,2016/9/14 8:40,A119,
ZH1396,2016/9/14 0:45,2016/9/14 8:45,A124,
CA1396,2016/9/14 0:45,2016/9/14 8:45,A124,
MU3516,2016/9/14 0:45,2016/9/14 8:45,B905,
CZ3519,2016/9/14 0:45,2016/9/14 8:45,B905,
MF1399,2016/9/14 0:45,2016/9/14 8:45,B905,
MU3530,2016/9/14 0:50,2016/9/14 8:50,B903,
CZ3945,2016/9/14 0:50,2016/9/14 8:50,B903,
MF1799,2016/9/14 0:50,2016/9/14 8:50,B903,
CZ3055,2016/9/14 0:50,2016/9/14 8:50,A122,
KY9657,2016/9/14 0:50,2016/9/14 8:50,A132,
CA3387,2016/9/14 0:50,2016/9/14 8:50,A132,
ZH9657,2016/9/14 0:50,2016/9/14 8:50,A132,
MU3550,2016/9/14 0:50,2016/9/14 8:50,B215,
MF1101,2016/9/14 0:50,2016/9/14 8:50,B215,
CZ3205,2016/9/14 0:50,2016/9/14 8:50,B215,
ZH9713,2016/9/14 0:55,2016/9/14 8:55,A13,
KY9713,2016/9/14 0:55,2016/9/14 8:55,A13,
CA3869,2016/9/14 0:55,2016/9/14 8:55,A13,
ZH9485,2016/9/14 0:55,2016/9/14 8:55,A18,
CA3751,2016/9/14 0:55,2016/9/14 8:55,A18,
KY9485,2016/9/14 0:55,2016/9/14 8:55,A18,
DL7836,2016/9/14 1:00,2016/9/14 9:00,B01,
KL4605,2016/9/14 1:00,2016/9/14 9:00,B01,
CZ3609,2016/9/14 1:00,2016/9/14 9:00,B01,
MU3671,2016/9/14 1:00,2016/9/14 9:00,B01,
MF1493,2016/9/14 1:00,2016/9/14 9:00,B01,
CZ3099,2016/9/14 1:00,2016/9/14 9:00,A15,
DL7782,2016/9/14 1:00,2016/9/14 9:00,A15,
MU3119,2016/9/14 1:00,2016/9/14 9:00,A15,
MF1001,2016/9/14 1:00,2016/9/14 9:00,A15,
KL4599,2016/9/14 1:00,2016/9/14 9:00,A15,
AF4408,2016/9/14 1:00,2016/9/14 9:00,A110,
QF332,2016/9/14 1:00,2016/9/14 9:00,A110,
KL4595,2016/9/14 1:00,2016/9/14 9:00,A110,
CZ343,2016/9/14 1:00,2016/9/14 9:00,A110,
MF9007,2016/9/14 1:00,2016/9/14 9:00,A114,
CZ357,2016/9/14 1:00,2016/9/14 9:00,A114,
CA1838,2016/9/14 1:05,2016/9/14 9:05,A129,
ZH1838,2016/9/14 1:05,2016/9/14 9:05,A129,
SC1838,2016/9/14 1:05,2016/9/14 9:05,A129,
CZ3843,2016/9/14 1:05,2016/9/14 9:05,B204,
CZ3069,2016/9/14 1:05,2016/9/14 9:05,A01,
CZ3339,2016/9/14 1:05,2016/9/14 9:05,B907,
MF1223,2016/9/14 1:05,2016/9/14 9:05,B907,
MU3566,2016/9/14 1:05,2016/9/14 9:05,B907,
HU7323,2016/9/14 1:10,2016/9/14 9:10,B225,
NH934,2016/9/14 1:10,2016/9/14 9:10,A108,
ZH3203,2016/9/14 1:10,2016/9/14 9:10,A108,
CA6703,2016/9/14 1:10,2016/9/14 9:10,A108,
CZ6784,2016/9/14 1:10,2016/9/14 9:10,B203,
MU3464,2016/9/14 1:10,2016/9/14 9:10,B203,
MF4415,2016/9/14 1:10,2016/9/14 9:10,B203,
CZ3972,2016/9/14 1:15,2016/9/14 9:15,B03,
MU3029,2016/9/14 1:15,2016/9/14 9:15,B03,
MF1824,2016/9/14 1:15,2016/9/14 9:15,B03,
CA4354,2016/9/14 1:15,2016/9/14 9:15,A133,
ZH4354,2016/9/14 1:15,2016/9/14 9:15,A133,
SC4354,2016/9/14 1:15,2016/9/14 9:15,A133,
CZ3203,2016/9/14 1:15,2016/9/14 9:15,B07,
MU4445,2016/9/14 1:15,2016/9/14 9:15,B07,
MF1099,2016/9/14 1:15,2016/9/14 9:15,B07,
DL7777,2016/9/14 1:15,2016/9/14 9:15,B07,
MU3428,2016/9/14 1:20,2016/9/14 9:20,B212,
MF1489,2016/9/14 1:20,2016/9/14 9:20,B212,
KL4417,2016/9/14 1:20,2016/9/14 9:20,B212,
CZ3605,2016/9/14 1:20,2016/9/14 9:20,B212,
HU7275,2016/9/14 1:20,2016/9/14 9:20,B233,
CA3851,2016/9/14 1:20,2016/9/14 9:20,A130,
ZH9719,2016/9/14 1:20,2016/9/14 9:20,A130,
KY9719,2016/9/14 1:20,2016/9/14 9:20,A130,
CZ3649,2016/9/14 1:25,2016/9/14 9:25,B09,
MU3416,2016/9/14 1:25,2016/9/14 9:25,B09,
MF1527,2016/9/14 1:25,2016/9/14 9:25,B09,
KE5816,2016/9/14 1:25,2016/9/14 9:25,A05,
CZ337,2016/9/14 1:25,2016/9/14 9:25,A05,
ZH9617,2016/9/14 1:25,2016/9/14 9:25,A16,
CA3411,2016/9/14 1:25,2016/9/14 9:25,A16,
CZ3529,2016/9/14 1:25,2016/9/14 9:25,B221,
MF1409,2016/9/14 1:25,2016/9/14 9:25,B221,
MU3406,2016/9/14 1:25,2016/9/14 9:25,B221,
KY9617,2016/9/14 1:25,2016/9/14 9:25,A16,
MU5304,2016/9/14 1:30,2016/9/14 9:30,B15,
CZ303,2016/9/14 1:30,2016/9/14 9:30,A103,
CZ6742,2016/9/14 1:30,2016/9/14 9:30,B217,
AF9720,2016/9/14 1:30,2016/9/14 9:30,B217,
MU3640,2016/9/14 1:30,2016/9/14 9:30,B217,
MF4380,2016/9/14 1:30,2016/9/14 9:30,B217,
KL4448,2016/9/14 1:30,2016/9/14 9:30,B217,
PN6254,2016/9/14 1:35,2016/9/14 9:35,B235,
CZ8681,2016/9/14 1:40,2016/9/14 9:40,B909,
CZ8673,2016/9/14 1:45,2016/9/14 9:45,B01,
CA3397,2016/9/14 1:45,2016/9/14 9:45,A127,
ZH9635,2016/9/14 1:45,2016/9/14 9:45,A127,
KY9635,2016/9/14 1:45,2016/9/14 9:45,A127,
CZ3803,2016/9/14 1:45,2016/9/14 9:45,B04,
CZ3049,2016/9/14 1:45,2016/9/14 9:45,A03,
MU3486,2016/9/14 1:45,2016/9/14 9:45,B04,
MF1663,2016/9/14 1:45,2016/9/14 9:45,B04,
CA3435,2016/9/14 1:50,2016/9/14 9:50,A18,
KY9550,2016/9/14 1:50,2016/9/14 9:50,A18,
ZH9550,2016/9/14 1:50,2016/9/14 9:50,A18,
HU7217,2016/9/14 1:50,2016/9/14 9:50,B227,
KA783,2016/9/14 1:55,2016/9/14 9:55,A116,
CX5783,2016/9/14 1:55,2016/9/14 9:55,A116,
MU3525,2016/9/14 1:55,2016/9/14 9:55,B219,
MF1750,2016/9/14 1:55,2016/9/14 9:55,B219,
CZ3892,2016/9/14 1:55,2016/9/14 9:55,B219,
MF1411,2016/9/14 2:00,2016/9/14 10:00,B08,
CZ3531,2016/9/14 2:00,2016/9/14 10:00,B08,
KL4607,2016/9/14 2:00,2016/9/14 10:00,B08,
MU3663,2016/9/14 2:00,2016/9/14 10:00,B08,
MU3101,2016/9/14 2:00,2016/9/14 10:00,B901,
MF1023,2016/9/14 2:00,2016/9/14 10:00,B901,
DL7771,2016/9/14 2:00,2016/9/14 10:00,B901,
CZ3121,2016/9/14 2:00,2016/9/14 10:00,B901,
FM9302,2016/9/14 2:05,2016/9/14 10:05,B18,
MU9302,2016/9/14 2:05,2016/9/14 10:05,B18,
MF1675,2016/9/14 2:05,2016/9/14 10:05,B07,
CZ3815,2016/9/14 2:05,2016/9/14 10:05,B07,
MU3328,2016/9/14 2:05,2016/9/14 10:05,B07,
CZ3599,2016/9/14 2:10,2016/9/14 10:10,B03,
MF1483,2016/9/14 2:10,2016/9/14 10:10,B03,
MU3592,2016/9/14 2:10,2016/9/14 10:10,B03,
HU7655,2016/9/14 2:10,2016/9/14 10:10,B224,
AF9718,2016/9/14 2:10,2016/9/14 10:10,B10,
MF4028,2016/9/14 2:10,2016/9/14 10:10,B10,
CZ6316,2016/9/14 2:10,2016/9/14 10:10,B10,
MU3470,2016/9/14 2:10,2016/9/14 10:10,B213,
CZ6776,2016/9/14 2:10,2016/9/14 10:10,B213,
MF4407,2016/9/14 2:10,2016/9/14 10:10,B213,
HU7719,2016/9/14 2:15,2016/9/14 10:15,B226,
CZ3223,2016/9/14 2:15,2016/9/14 10:15,B220,
3U8793,2016/9/14 2:15,2016/9/14 10:15,B234,
3U3015,2016/9/14 2:20,2016/9/14 10:20,B09,
CZ3437,2016/9/14 2:20,2016/9/14 10:20,B09,
AK113,2016/9/14 2:20,2016/9/14 10:20,A101,
MF1186,2016/9/14 2:20,2016/9/14 10:20,B209,
KL4348,2016/9/14 2:20,2016/9/14 10:20,B209,
AF3414,2016/9/14 2:20,2016/9/14 10:20,B209,
MU3607,2016/9/14 2:20,2016/9/14 10:20,B209,
CZ3296,2016/9/14 2:20,2016/9/14 10:20,B209,
MF1217,2016/9/14 2:20,2016/9/14 10:20,B902,
CZ3333,2016/9/14 2:20,2016/9/14 10:20,B902,
MU3570,2016/9/14 2:20,2016/9/14 10:20,B902,
CZ3380,2016/9/14 2:25,2016/9/14 10:25,B228,
MF1262,2016/9/14 2:25,2016/9/14 10:25,B228,
MU3305,2016/9/14 2:25,2016/9/14 10:25,B228,
3U8738,2016/9/14 2:25,2016/9/14 10:25,B14,
CZ5984,2016/9/14 2:25,2016/9/14 10:25,B14,
MF1538,2016/9/14 2:25,2016/9/14 10:25,B211,
MU3439,2016/9/14 2:25,2016/9/14 10:25,B211,
CZ3662,2016/9/14 2:25,2016/9/14 10:25,B211,
MU5306,2016/9/14 2:30,2016/9/14 10:30,B230,
CZ9628,2016/9/14 2:30,2016/9/14 10:30,B230,
CA1330,2016/9/14 2:30,2016/9/14 10:30,A14,
SC1330,2016/9/14 2:30,2016/9/14 10:30,A14,
ZH1330,2016/9/14 2:30,2016/9/14 10:30,A14,
HU7008,2016/9/14 2:35,2016/9/14 10:35,B13,
CZ3763,2016/9/14 2:35,2016/9/14 10:35,B208,
MF1629,2016/9/14 2:35,2016/9/14 10:35,B208,
MU4409,2016/9/14 2:35,2016/9/14 10:35,B208,
MU4478,2016/9/14 2:35,2016/9/14 10:35,B01,
CZ3883,2016/9/14 2:35,2016/9/14 10:35,B01,
MF1741,2016/9/14 2:35,2016/9/14 10:35,B01,
9C8836,2016/9/14 2:40,2016/9/14 10:40,A131,
TR2987,2016/9/14 2:40,2016/9/14 10:40,A102,
CZ3301,2016/9/14 2:40,2016/9/14 10:40,B202,
MF1191,2016/9/14 2:40,2016/9/14 10:40,B202,
MU3693,2016/9/14 2:40,2016/9/14 10:40,B202,
CA1720,2016/9/14 2:40,2016/9/14 10:40,A128,
ZH1720,2016/9/14 2:40,2016/9/14 10:40,A128,
EU2236,2016/9/14 2:45,2016/9/14 10:45,B233,
CA3483,2016/9/14 2:45,2016/9/14 10:45,A17,
ZH9105,2016/9/14 2:45,2016/9/14 10:45,A17,
KY9105,2016/9/14 2:45,2016/9/14 10:45,A17,
AF3433,2016/9/14 2:45,2016/9/14 10:45,B210,
CZ3353,2016/9/14 2:45,2016/9/14 10:45,B210,
MF1235,2016/9/14 2:45,2016/9/14 10:45,B210,
MU3034,2016/9/14 2:45,2016/9/14 10:45,B210,
OQ2306,2016/9/14 2:45,2016/9/14 10:45,B214,
CZ8106,2016/9/14 2:45,2016/9/14 10:45,B214,
ZH9553,2016/9/14 2:50,2016/9/14 10:50,A133,
KY9553,2016/9/14 2:50,2016/9/14 10:50,A133,
CA3449,2016/9/14 2:50,2016/9/14 10:50,A133,
MU2870,2016/9/14 2:50,2016/9/14 10:50,B232,
KY9710,2016/9/14 2:50,2016/9/14 10:50,A18,
CA3856,2016/9/14 2:50,2016/9/14 10:50,A18,
ZH9710,2016/9/14 2:50,2016/9/14 10:50,A18,
MF1075,2016/9/14 2:55,2016/9/14 10:55,B221,
CZ3179,2016/9/14 2:55,2016/9/14 10:55,B221,
MU3506,2016/9/14 2:55,2016/9/14 10:55,B221,
CA4320,2016/9/14 2:55,2016/9/14 10:55,A124,
SC4320,2016/9/14 2:55,2016/9/14 10:55,A124,
ZH4320,2016/9/14 2:55,2016/9/14 10:55,A124,
CZ9672,2016/9/14 2:55,2016/9/14 10:55,B17,
MU5288,2016/9/14 2:55,2016/9/14 10:55,B17,
MF8374,2016/9/14 2:55,2016/9/14 10:55,B218,
MF1417,2016/9/14 3:00,2016/9/14 11:00,B205,
MU3661,2016/9/14 3:00,2016/9/14 11:00,B205,
CZ3537,2016/9/14 3:00,2016/9/14 11:00,B205,
CZ3061,2016/9/14 3:00,2016/9/14 11:00,A118,
SU221,2016/9/14 3:10,2016/9/14 11:10,A105,
MF4279,2016/9/14 3:15,2016/9/14 11:15,B208,
MU4514,2016/9/14 3:15,2016/9/14 11:15,B208,
CZ6631,2016/9/14 3:15,2016/9/14 11:15,B208,
CZ5996,2016/9/14 3:15,2016/9/14 11:15,B14,
MF3204,2016/9/14 3:15,2016/9/14 11:15,B14,
MU5732,2016/9/14 3:15,2016/9/14 11:15,B14,
MF8314,2016/9/14 3:15,2016/9/14 11:15,B217,
HU7838,2016/9/14 3:15,2016/9/14 11:15,B15,
MU5212,2016/9/14 3:20,2016/9/14 11:20,B16,
CZ9674,2016/9/14 3:20,2016/9/14 11:20,B16,
